 Call Option,,,,,,,,,,,,,,,,,
Frequency, Daily,,,,,,,,,,,,,,,,
Time Intervals,252,,,,,,,,,,,,,,,,
 Stock Price,100,,,,,,,,,,,,,,,,
Strike,100,,,,,,,,,,,,,,,,
Volatility,0.2,,,,,,,,,,,,,,,,
 Call Option,,,,,,,,,,,,,,,,,
 Risk Free Rate,0.05,,,,,,,,,,,,,,,,
Time to Expiry,1,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
0.532878724,0.532324815,,,,,,,,,,,,,,,,
0.520702987,0.532324815,,,,,,,,,,,,,,,,
0.537254379,0.532324815,,,,,,,,,,,,,,,,
0.531166511,0.532324815,,,,,,,,mean ,0.532129388,,,,,,,
0.530786019,0.532324815,,,,,,,,stdev,0.00646246,,,,,,,
0.537254379,0.532324815,,,,,,,,,,,,,,,,
0.524507905,0.532324815,,,,,,,,,,,,,,5000,0.532129388,0.00646246
0.541249543,0.532324815,,,,,,,,,,,,,,10000,0.532455524,0.003623426
0.531547002,0.532324815,,,,,,,,,,,,,,15000,0.532702714,0.003370153
0.530025035,0.532324815,,,,,,,,,,,,,,20000,0.532454553,0.0034316
0.535161674,0.532324815,,,,,,,,,,,,,,25000,0.53282825,0.002757159
0.530976265,0.532324815,,,,,,,,,,,,,,30000,0.532878077,0.002081751
0.530215281,0.532324815,,,,,,,,,,,,,,40000,0.532459891,0.002512569
0.53535192,0.532324815,,,,,,,,,,,,,,45000,0.53249,0.00183
0.536112904,0.532324815,,,,,,,,,,,,,,50000,0.532482,0.001877
0.534590937,0.532324815,,,,,,,,,,,,,,,,
0.531547002,0.532324815,,,,,,,,,,,,,,,,
0.524698151,0.532324815,,,,,,,,,,,,,,,,
0.534971428,0.532324815,,,,,,,,,,,,,,,,
0.520132249,0.532324815,,,,,,,,,,,,,,,0.532129388,0.532324815
0.522034708,0.532324815,,,,,,,,,,,,,,,0.532455524,0.532324815
0.537634871,0.532324815,,,,,,,,,,,,,,,0.532702714,0.532324815
0.526600609,0.532324815,,,,,,,,,,,,,,,0.532454553,0.532324815
0.541249543,0.532324815,,,,,,,,,,,,,,,0.53282825,0.532324815
0.531356757,0.532324815,,,,,,,,,,,,,,,0.532878077,0.532324815
0.53630315,0.532324815,,,,,,,,,,,,,,,0.532459891,0.532324815
0.538966592,0.532324815,,,,,,,,,,,,,,,0.532981164,0.532324815
0.540678805,0.532324815,,,,,,,,,,,,,,,0.532482,0.532324815
0.530025035,0.532324815,,,,,,,,,,,,,,,,
0.538395854,0.532324815,,,,,,,,,,,,,,,,
0.530786019,0.532324815,,,,,,,,,,,,,,,,
0.521083479,0.532324815,,,,,,,,,,,,,,,,
0.524507905,0.532324815,,,,,,,,,,,,,,,,
0.546195936,0.532324815,,,,,,,,,,,,,,,,
0.523556675,0.532324815,,,,,,,,,,,,,,,,
0.525078642,0.532324815,,,,,,,,,,,,,,,,
0.526600609,0.532324815,,,,,,,,,,,,,,,,
0.538395854,0.532324815,,,,,,,,,,,,,,,,
0.526410364,0.532324815,,,,,,,,,,,,,,,,
0.546576427,0.532324815,,,,,,,,,,,,,,,,
0.539156838,0.532324815,,,,,,,,,,,,,,,,
0.528503068,0.532324815,,,,,,,,,,,,,,,,
0.528693314,0.532324815,,,,,,,,,,,,,,,,
0.533639707,0.532324815,,,,,,,,,,,,,,,,
0.531547002,0.532324815,,,,,,,,,,,,,,,,
0.53953733,0.532324815,,,,,,,,,,,,,,,,
0.531927494,0.532324815,,,,,,,,,,,,,,,,
0.532307986,0.532324815,,,,,,,,,,,,,,,,
0.525459134,0.532324815,,,,,,,,,,,,,,,,
