 Call Option,,,,,,,,,,
Frequency, Daily,,,,,,,,,
Time Intervals,252,,,,,,,,,
 Stock Price,100,,,,,,,,,
Strike,100,,,,,,,,,
Volatility,0.2,,,,,,,,,
 Call Option,,,,,,,,,,
 Risk Free Rate,0.05,,,,,,,,,
Time to Expiry,1,,,,,,,,,
 ,,,,,,,,,,
0.538395854,0.532324815,,,,,,,,,
0.541249543,0.532324815,,,,,,,,,
0.524127413,0.532324815,,,,,,,,,
0.524127413,0.532324815,,,,,,,,,
0.548859378,0.532324815,,,,,,,,,
0.526981101,0.532324815,,,,,,,,,
0.526981101,0.532324815,,,,,,,,,
0.526029872,0.532324815,,,,,,,,,
0.520322495,0.532324815,,,,,,,,mean ,0.520855184
0.517468807,0.532324815,,,,,,,,stdev,0.013910918
0.535542166,0.532324815,,,,,,,,,
0.508907742,0.532324815,,,,,,,,,
0.532688478,0.532324815,,,,,,,,,
0.520322495,0.532324815,,,,,,,,,
0.559322902,0.532324815,,,,,,,,,
0.530786019,0.532324815,,,,,,,,,
0.553615525,0.532324815,,,,,,,,,
0.54600569,0.532324815,,,,,,,,,
0.542200772,0.532324815,,,,,,,,,
0.507956513,0.532324815,,,,,,,,,
0.537444625,0.532324815,,,,,,,,,
0.544103231,0.532324815,,,,,,,,,
0.518420036,0.532324815,,,,,,,,,
0.540298313,0.532324815,,,,,,,,,
0.522224954,0.532324815,,,,,,,,,
0.516517578,0.532324815,,,,,,,,,
0.542200772,0.532324815,,,,,,,,,
0.541249543,0.532324815,,,,,,,,,
0.544103231,0.532324815,,,,,,,,,
0.508907742,0.532324815,,,,,,,,,
0.540298313,0.532324815,,,,,,,,,
0.533639707,0.532324815,,,,,,,,,
0.494639301,0.532324815,,,,,,,,,
0.510810201,0.532324815,,,,,,,,,
0.525078642,0.532324815,,,,,,,,,
0.542200772,0.532324815,,,,,,,,,
0.526981101,0.532324815,,,,,,,,,
0.540298313,0.532324815,,,,,,,,,
0.529834789,0.532324815,,,,,,,,,
0.521273725,0.532324815,,,,,,,,,
0.536493395,0.532324815,,,,,,,,,
0.541249543,0.532324815,,,,,,,,,
0.513663889,0.532324815,,,,,,,,,
0.525078642,0.532324815,,,,,,,,,
0.538395854,0.532324815,,,,,,,,,
0.549810607,0.532324815,,,,,,,,,
0.544103231,0.532324815,,,,,,,,,
0.525078642,0.532324815,,,,,,,,,
0.556469213,0.532324815,,,,,,,,,
