 Call Option,,,,,,,,,
Frequency, Daily,,,,,,,,
Time Intervals,252,,,,,,,,
 Stock Price,100,,,,,,,,
Strike,100,,,,,,,,
Volatility,0.2,,,,,,,,
 Call Option,,,,,,,,,
 Risk Free Rate,0.05,,,,,,,,
Time to Expiry,1,,,,,,,,
 ,,,,,,,,,
0.530025035,0.532324815,,,,,,,,
0.53535192,0.532324815,,,,,,,,
0.535732412,0.532324815,,,,,,,,
0.53303092,0.532324815,,,,,,,,
0.533411412,0.532324815,,,,,,,,
0.531394806,0.532324815,,,,,,,mean,0.532482313
0.531566027,0.532324815,,,,,,,stdev,0.00187687
0.531109437,0.532324815,,,,,,,,
0.534590937,0.532324815,,,,,,,,
0.530443576,0.532324815,,,,,,,,
0.532250912,0.532324815,,,,,,,,
0.532954822,0.532324815,,,,,,,,
0.531889445,0.532324815,,,,,,,,
0.531737248,0.532324815,,,,,,,,
0.531090412,0.532324815,,,,,,,,
0.530158207,0.532324815,,,,,,,,
0.532707502,0.532324815,,,,,,,,
0.533563609,0.532324815,,,,,,,,
0.530995289,0.532324815,,,,,,,,
0.533449461,0.532324815,,,,,,,,
0.534419715,0.532324815,,,,,,,,
0.529815765,0.532324815,,,,,,,,
0.530234306,0.532324815,,,,,,,,
0.536112904,0.532324815,,,,,,,,
0.53095724,0.532324815,,,,,,,,
0.53373483,0.532324815,,,,,,,,
0.535789486,0.532324815,,,,,,,,
0.53373483,0.532324815,,,,,,,,
0.531375781,0.532324815,,,,,,,,
0.52888356,0.532324815,,,,,,,,
0.532060666,0.532324815,,,,,,,,
0.533696781,0.532324815,,,,,,,,
0.533145068,0.532324815,,,,,,,,
0.534134346,0.532324815,,,,,,,,
0.534743133,0.532324815,,,,,,,,
0.53419142,0.532324815,,,,,,,,
0.532536281,0.532324815,,,,,,,,
0.536988035,0.532324815,,,,,,,,
0.533772879,0.532324815,,,,,,,,
0.53095724,0.532324815,,,,,,,,
0.529302101,0.532324815,,,,,,,,
0.530120158,0.532324815,,,,,,,,
0.532041642,0.532324815,,,,,,,,
0.531737248,0.532324815,,,,,,,,
0.532536281,0.532324815,,,,,,,,
0.530862117,0.532324815,,,,,,,,
0.532269937,0.532324815,,,,,,,,
0.53120456,0.532324815,,,,,,,,
0.53282165,0.532324815,,,,,,,,
