 Call Option
Frequency, TenTimesDaily
Time Intervals, 2520
 Stock Price, 100
Strike, 100
Volatility, 0.2
 Call Option
 Risk Free Rate, 0.05
Time to Expiry,1
 
Binary Call Option Value, Black Scholes Value,number of paths
0.5412495425409062, 0.5323248154537634, 1000 paths
0.5255542570366445, 0.5323248154537634, 2000 paths
0.5456886131885763, 0.5323248154537634, 3000 paths
0.5383958542674041, 0.5323248154537634, 4000 paths
0.5269811011733956, 0.5323248154537634, 5000 paths
0.5355421659939019, 0.5323248154537634, 6000 paths
0.5299706793646836, 0.5323248154537634, 7000 paths
0.5336397071449006, 0.5323248154537634, 8000 paths
0.5321600169290105, 0.5323248154537634, 9000 paths
0.5287884370799468, 0.5323248154537634, 10000 paths
0.5343315103627193, 0.5323248154537634, 11000 paths
0.5337982453823173, 0.5323248154537634, 12000 paths
0.5310787048481679, 0.5323248154537634, 13000 paths
0.5257580919133232, 0.5323248154537634, 14000 paths
0.5245079046696937, 0.5323248154537634, 15000 paths
0.527278360368552, 0.5323248154537634, 16000 paths
0.5308979282154573, 0.5323248154537634, 17000 paths
0.5323714012455663, 0.5323248154537634, 18000 paths
0.5354420365807966, 0.5323248154537634, 19000 paths
0.5243652202560186, 0.5323248154537634, 20000 paths
0.5330508508344954, 0.5323248154537634, 21000 paths
0.529013273125738, 0.5323248154537634, 22000 paths
0.5276428259904395, 0.5323248154537634, 23000 paths
0.533124457873296, 0.5323248154537634, 24000 paths
0.5338680022067807, 0.5323248154537634, 25000 paths
0.534334836339728, 0.5323248154537634, 26000 paths
0.5345204751305493, 0.5323248154537634, 27000 paths
0.5310238262275236, 0.5323248154537634, 28000 paths
0.5339021152620042, 0.5323248154537634, 29000 paths
0.5303104041591481, 0.5323248154537634, 30000 paths
