 Call Option
Frequency, Daily
Time Intervals, 252
 Stock Price, 100
Strike, 100
Volatility, 0.2
 Call Option
 Risk Free Rate, 0.05
Time to Expiry,1
 
0.5274567158856459, 0.5323248154537634
0.5291055135547805, 0.5323248154537634
0.5322762783031162, 0.5323248154537634
0.5344006906845011, 0.5323248154537634
0.5295018591483225, 0.5323248154537634
0.5312774874073904, 0.5323248154537634
0.5324665241880163, 0.5323248154537634
0.5332433615513585, 0.5323248154537634
0.5322604244793745, 0.5323248154537634
0.5343055677420511, 0.5323248154537634
0.534258006270826, 0.5323248154537634
0.5340201989147009, 0.5323248154537634
0.5314518794685489, 0.5323248154537634
0.5347811824543014, 0.5323248154537634
0.5365092492421444, 0.5323248154537634
0.529422590029614, 0.5323248154537634
0.5331799462563919, 0.5323248154537634
0.5303104041591481, 0.5323248154537634
0.5319750556520243, 0.5323248154537634
0.531103095346232, 0.5323248154537634
0.5324506703642746, 0.5323248154537634
0.5318165174146076, 0.5323248154537634
0.5335445842024504, 0.5323248154537634
0.5344165445082428, 0.5323248154537634
0.5341470295046342, 0.5323248154537634
0.5313250488786155, 0.5323248154537634
0.5310713876987486, 0.5323248154537634
0.5335921456736755, 0.5323248154537634
0.5304372347490814, 0.5323248154537634
0.5307543112239151, 0.5323248154537634
0.5327043315441415, 0.5323248154537634
0.5297872279756726, 0.5323248154537634
0.5291847826734889, 0.5323248154537634
0.534654351864368, 0.5323248154537634
0.5314835871160323, 0.5323248154537634
0.5324506703642746, 0.5323248154537634
0.5312933412311321, 0.5323248154537634
0.5346702056881097, 0.5323248154537634
0.5311665106411987, 0.5323248154537634
0.5287725832562052, 0.5323248154537634
0.5330689694902001, 0.5323248154537634
0.5316738330009324, 0.5323248154537634
0.5328628697815584, 0.5323248154537634
0.5299299123893478, 0.5323248154537634
0.533718976263609, 0.5323248154537634
0.5323555474218246, 0.5323248154537634
0.531943348004541, 0.5323248154537634
0.534210444799601, 0.5323248154537634
0.5282018456015048, 0.5323248154537634
